label,text,text_length,processed_text
ham,Cancel cheyyamo?and get some money back?,40,cancel cheyyamoand get money back
spam,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,153,want anytim network min text new video phone five pound per week call repli deliveri tomorrow
ham,Ok.ok ok..then..whats ur todays plan,36,okok okthenwhat ur today plan
ham,Good morning princess! How are you?,35,good morn princess
ham,Aiyar sorry lor forgot 2 tell u...,34,aiyar sorri lor forgot tell u
spam,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,156,take part mobil survey yesterday text use howev wish get txt send txt tc p
ham,Not tonight mate. Catching up on some sleep. This is my new number by the way.,78,tonight mate catch sleep new number way
ham,"Height of \Oh shit....!!\"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay",114,height oh shit situat guy throw luv letter gal fall brother head who gay
spam,Ur HMV Quiz cash-balance is currently �500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg,104,ur hmv quiz cashbal current � maxim ur cashin send hmv pmsg
ham,"So check your errors and if you had difficulties, do correction.",64,check error difficulti correct
ham,Howz pain?hope u r fine..,25,howz painhop u r fine
ham,"Sorry, I'll call later",22,sorri ill call later
ham,Good morning princess! How are you?,35,good morn princess
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",156,enter cabin pa said happi bday boss felt special askd lunch lunch invit apart went
ham,U wake up already? Thanx 4 e tau sar piah it's quite nice.,58,u wake alreadi thanx e tau sar piah quit nice
ham,K do I need a login or anything,31,k need login anyth
spam,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,120,dont forget place mani free request stchoicecouk wish inform call
ham,LOL ... No just was busy,24,lol busi
ham,What * u wearing?,17,u wear
ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,152,messagesom text miss sendernam miss number miss sentdat miss miss u lot that everyth miss sent via fullonsmscom
ham,Oh:)as usual vijay film or its different?,41,oha usual vijay film differ
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,158,dont know u u dont know send chat let find pmsg rcvd hgsuitelandsrowwjhl ldn year
ham,Have you had a good day? Mine was really busy are you up to much tomorrow night?,80,good day mine realli busi much tomorrow night
ham,And is there a way you can send shade's stuff to her. And she has been wonderful too.,85,way send shade stuff wonder
ham,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(,115,realli tot ur paper end long ago wat u copi ju got use u happi lar still haf studi
spam,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",115,thank winner notifi sm good luck futur market repli stop custom servic
ham,Babe ? I lost you ... :-(,25,babe lost
ham,Ok... Help me ask if she's working tmr a not?,45,ok help ask she work tmr
ham,I'm not driving... Raining! Then i'll get caught at e mrt station lor.,70,im drive rain ill get caught e mrt station lor
ham,Not a drop in the tank,22,drop tank
ham,(That said can you text him one more time?),43,said text one time
ham,"Sorry, I'll call later",22,sorri ill call later
ham,Ok i go change also...,22,ok go chang also
spam,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(�1.50p. m),139,girl mani local u r virgin r readi fil ur everi sexual need u fil text cute �p
ham,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.,72,u find sitter kaitlyn sick slept day yesterday
ham,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up",91,sorri man accident left phone silent last night didnt check til got
ham,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee,70,hey someth came last min think wun sign tmr hee
ham,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment,140,he adult would learn experi there real danger dont like peep use drug dont need comment
ham,Hey! There's veggie pizza... :/,31,hey there veggi pizza
ham,Yun buying... But school got offer 2000 plus only...,52,yun buy school got offer plu
ham,You sure your neighbors didnt pick it up,40,sure neighbor didnt pick
ham,K. I will sent it again,23,k sent
spam,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,155,free entri wkli comp win fa cup final tkt st may text fa receiv entri questionstd txt ratetc appli over
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",145,new theori argument win situat lose person dont argu ur friend kick amp say im alway correct
ham,Well. Im computerless. Time to make some oreo truffles,54,well im computerless time make oreo truffl
ham,"Haha yeah I see that now, be there in a sec",43,haha yeah see sec
ham,I am not having her number sir,30,number sir
ham,Lol now I'm after that hot air balloon!,39,lol im hot air balloon
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,71,ok bu come soon come otherwis tomorrow
ham,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil,146,msg r time passthey silent say think u right also make u think least moment gd ntswt drm shesil
ham,"Yeah, we can probably swing by once my roommate finishes up with his girl",73,yeah probabl swing roommat finish girl
spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",159,got take take part wrc ralli oz u lucozad energi text ralli le p see pack lucozadecoukwrc itcould u
ham,Happy new years melody!,23,happi new year melodi
ham,�� dun need to pick ur gf?,26,�� dun need pick ur gf
ham,Yay! You better not have told that to 5 other girls either.,59,yay better told girl either
ham,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?,150,horribl u eat mac eat u forgot abt alreadi rite u take long repli thk toot b b prepar wat shall eat
ham,"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? ",167,say fantast chanc anyth need bigger life lift lose live think would first person die n v q
ham,Just nw i came to hme da..,26,nw came hme da
ham,"I'm outside islands, head towards hard rock and you'll run into me",66,im outsid island head toward hard rock youll run
ham,To day class is there are no class.,35,day class class
ham,I'm in chennai velachery:),26,im chennai velacheri
ham,You flippin your shit yet?,26,flippin shit yet
ham,"K give me a sec, breaking a  &lt;#&gt;  at cstore",49,k give sec break ltgt cstore
ham,Am i that much bad to avoid like this?,38,much bad avoid like
ham,"Yo, you around? Just got my car back",36,yo around got car back
ham,Annoying isn't it.,18,annoy isnt
ham,"Goodmorning, Today i am late for  &lt;#&gt; min.",48,goodmorn today late ltgt min
ham,There's no point hangin on to mr not right if he's not makin u happy,68,there point hangin mr right he makin u happi
ham,All will come alive.better correct any good looking figure there itself..,73,come alivebett correct good look figur
ham,In that case I guess I'll see you at campus lodge,49,case guess ill see campu lodg
ham,We're done...,13,done
ham,Come to my home for one last time i wont do anything. Trust me.,63,come home one last time wont anyth trust
ham,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,133,night worri appt shame miss girl night quizz popcorn hair
spam,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 �3/wk 087016248,154,sex ur mobil free sexi pic jordan text babe everi wk get sexi celeb pocketbabecouk pic �wk
ham,Ok... C ya...,13,ok c ya
spam,You have 1 new voicemail. Please call 08719181503,49,new voicemail pleas call
ham,What he said is not the matter. My mind saying some other matter is there.,74,said matter mind say matter
ham,He also knows about lunch menu only da. . I know,48,also know lunch menu da know
ham,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx",138,al moan n e thin goe wrong faultal de argument r faultf himso bother hav go thanxxx
ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,164,neft transact refer number ltgt rs ltdecimalgt credit beneficiari account ltgt lttimegt ltgt
ham,Otherwise had part time job na-tuition..,40,otherwis part time job natuit
ham,I know she called me,20,know call
ham,"Me also da, i feel yesterday night  wait til 2day night dear.",61,also da feel yesterday night wait til day night dear
ham,Thanks for understanding. I've been trying to tell sura that.,61,thank understand ive tri tell sura
spam,WIN a year supply of CDs 4 a store of ur choice worth �500 & enter our �100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,145,win year suppli cd store ur choic worth � enter � weekli draw txt music tsc
ham,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.,130,whole car appreci last two dad map read semi argument apart thing go ok p
spam,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",148,sim subscrib select receiv bonu get deliv door txt word ok claim pmsg exp apr
